category	wikidata_id	instances	first_edit	days	size	images	notes	issues	references	issue_clarify	discussion_size	incipit_size	totali	avg_pv	avg_pv_prev	VdQ	vetrina	Galleria_Commons	Pagina_su_Commons	article	article_wikipedia	website	unique_editors	latitude	longitude	visitors	public_private	staff	type	communication_expert	public_digital_archive	nonpublic_digital_archive	region
museo	Q3757722	museo d'arte,museo,museo d'arte moderna,collezione privata,museo di un ente privato,,,,	17-06-2008	5889.0	17603.0	4.0	17.0	0.0	0.0	0.0	2209.0	110.0	36535	11	12	0	0	Galleria d'Arte Moderna Ricci Oddi		Galleria d'arte moderna Ricci Oddi	Galleria d'arte moderna Ricci Oddi	http://www.riccioddi.it	61	45.048746	9.692288	9000 (2022)	Privato (2022)	3 (2021)	Arte moderna e contemporanea (dal ‘900 ai giorni nostri) (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	No, non ancora (2022)	No, non ancora (2022)	Emilia-Romagna
museo	Q3757723	museo d'arte,galleria d'arte,,,,,,,	19-07-2006	6588.0	9980.0	1.0	8.0	0.0	0.0	0.0	757.0	234.0	14335	4	5	0	0	Galleria d'arte moderna (Bologna)		Galleria d'arte moderna di Bologna	Galleria d'arte moderna di Bologna	Deprecated	61	44.5025	11.3369								Emilia-Romagna
museo	Q3757724	museo,,,,,,,,	12-09-2009	5437.0	3530.0	1.0	0.0	0.0	0.0	0.0	1135.0	941.0	5165	2	1	0	0	Galleria d'arte moderna di Udine		Galleria d'arte moderna di Udine	Galleria d'arte moderna di Udine	Nessun sito web	31	46.0712	13.2292								Friuli-Venezia Giulia
museo	Q3757725	museo,complesso di edifici,museo d'arte moderna,museo di un ente pubblico,,,,,	23-08-2006	6553.0	6840.0	1.0	1.0	0.0	0.0	0.0	1015.0	1537.0	32071	10	8	0	0		Galleria d'arte moderna e contemporanea	Galleria d'arte moderna e contemporanea	Galleria d'arte moderna e contemporanea (Bergamo)	http://www.gamec.it	51	45.703514	9.67641	102165 (2022)	Pubblico (2022)	11 (2021)	Arte moderna e contemporanea (dal ‘900 ai giorni nostri) (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	Si una parte (2022)	Si una parte (2022)	Lombardia
museo	Q3757726	museo d'arte,museo d'arte moderna,casa museo,museo di un ente privato,,,,,	17-07-2010	5129.0	3868.0	3.0	1.0	1.0	0.0	0.0	0.0	2066.0	1249	0	2	0	0	Raccolta Lercaro		Raccolta Lercaro	Raccolta Lercaro	http://www.fondazionelercaro.it	31	44.498844	11.337674	5000 (2022)	Privato (2022)	3 (2021)	Arte moderna e contemporanea (dal ‘900 ai giorni nostri) (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	Si interamente (2022)	Si una parte (2022)	Emilia-Romagna
museo	Q3757731	museo d'arte,,,,,,,,	23-12-2008	5700.0	9280.0	2.0	1.0	0.0	0.0	0.0	890.0	321.0	3663	1	1	0	0Art collection of Fondazione Cassa di Risparmio di Cesena			Galleria dei dipinti antichi della Cassa di Risparmio di Cesena	Galleria dei dipinti antichi della Cassa di risparmio di Cesena	https://www.fondazionecarispcesena.it/galleria-dei-dipinti-antichi	31	44.13663388581935	12.24642159930948	. (2020)	Privato (2020)		Arte (da medievale a tutto l’800) (2020)				Emilia-Romagna
museo	Q3757738	museo d'arte,museo d'arte moderna,archivio,museo,museo specializzato,casa museo,,,	29-04-2006	6669.0	13328.0	4.0	8.0	0.0	0.0	0.0	1972.0	1002.0	2548	1	4	0	0	Palazzina della Meridiana		Museo della Moda e del Costume	Museo della moda e del costume	https://www.uffizi.it/palazzo-pitti/museo-della-moda-e-del-costume/	48	43.7646	11.2491	1 (2019)	Pubblico (2019)	1 (2019)	Arte (da medievale a tutto l’800) (2019)				Toscana
museo	Q3757741	museo d'arte,museo d'arte moderna,museo di un ente pubblico,,,,,,	28-09-2012	4325.0	13015.0	9.0	5.0	0.0	0.0	0.0	1145.0	377.0	14424	4	4	0	0	Galleria dell'Accademia (Naples)		Galleria dell'Accademia di Napoli	Galleria dell'Accademia (Napoli)	http://www.abana.it/it/	28	40.851572	14.2512	3000 (2022)	Pubblico (2022)	0 (2015)	Arte (da medievale a tutto l’800) (2022)	Privato (2017)	Si una parte (2022)	Si una parte (2022)	Campania
museo	Q3757748	museo d'arte,museo specializzato,museo di un ente privato,,,,,,	25-10-2010	5029.0	3667.0	0.0	0.0	1.0	0.0	0.0	184.0	110.0	4623	1	1	0	0	Museo Acerbo		Galleria delle antiche ceramiche abruzzesi	Galleria delle antiche ceramiche abruzzesi	https://www.museiciviciloretoaprutino.it/museo-acerbo-delle-ceramiche-di-castelli/	19	42.433189	13.987699	1363 (2022)	Privato (2022)	3 (2021)	Tematico e/o specializzato; (2022)		No, non ancora (2022)		Abruzzo
museo	Q3757763	museo d'arte,museo d'arte moderna,museo nazionale italiano,museo del Ministero della Cultura italiano,,,,,	29-01-2007	6394.0	10387.0	4.0	11.0	0.0	0.0	0.0	0.0	541.0	21210	6	8	0	0	Galleria Nazionale (Cosenza)		Galleria nazionale di Cosenza	Galleria nazionale di Cosenza	https://musei.calabria.beniculturali.it/musei?mid=80&nome=galleria-nazionale-di-cosenza	50	39.291836	16.260191	9146 (2022)	Pubblico (2022)	30 (2021)	Arte (da medievale a tutto l’800) (2022)	NO (2021)	No, non ancora (2022)	No, non ancora (2022)	Calabria
museo	Q3757764	museo scientifico,bene immobile,,,,,,,	11-09-2011	4708.0	5417.0	0.0	2.0	0.0	0.0	0.0	3438.0	366.0	3799	1	1	0	0			Galleria nazionale dei Selachoidei	Galleria nazionale dei Selachoidei	Nessun sito web	63	40.920536	14.784719								Campania
museo	Q3757765	museo d'arte,museo d'arte moderna,museo nazionale italiano,museo del Ministero della Cultura italiano,,,,,	19-04-2009	5583.0	8547.0	6.0	2.0	1.0	0.0	0.0	1498.0	841.0	15009	5	4	0	0	Galleria nazionale della Puglia (Bitonto)		Galleria nazionale della Puglia	Galleria nazionale della Puglia	https://www.gallerianazionalepuglia.beniculturali.it/index.php?it/1/home	48	41.10671	16.69074	2679 (2022)	Pubblico (2022)	6 (2021)	Arte (da medievale a tutto l’800) (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)		Si interamente (2022)	Puglia
museo	Q3757768	museo d'arte,,,,,,,,	18-02-2009	5643.0	6888.0	4.0	1.0	0.0	0.0	0.0	814.0	386.0	48521	15	16	0	0	Galleria Nazionale di Palazzo Corsini		Galleria nazionale di Palazzo Corsini	Galleria nazionale d'arte antica di palazzo Corsini	http://www.barberinicorsini.org/	28	41.89333	12.46659	50816 (2019)	Pubblico (2019)	78 (2019)	Arte (da medievale a tutto l’800) (2019)	Pubblico (2018)			Lazio
museo	Q3757770	casa museo,museo d'arte,museo nazionale italiano,museo specializzato,museo del Ministero della Cultura italiano,,,,	11-06-2012	4434.0	24810.0	10.0	12.0	0.0	0.0	0.0	814.0	1115.0	31639	10	14	0	0	National Gallery of Palazzo Spinola (Genoa)		Gallerie Nazionali di Palazzo Spinola	Galleria nazionale di palazzo Spinola	http://www.palazzospinola.beniculturali.it/	47	44.410827	8.930241	24144 (2022)	Pubblico (2022)	23 (2021)	Casa Museo, Casa della Memoria; (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	Si una parte (2022)	Si una parte (2022)	Liguria
museo	Q3757771	museo,,,,,,,,	08-01-2007	6415.0	3751.0	2.0	5.0	0.0	0.0	0.0	756.0	414.0	6799	2	2	0	0			Galleria storica del corpo nazionale dei vigili del fuoco	Galleria storica del corpo nazionale dei vigili del fuoco	http://www.museovigilidelfuoco.it/	34	45.158019	10.799628								Lombardia
museo	Q3757774	museo d'arte,museo archeologico,edificio,museo di un ente privato,,,,,	16-05-2006	6652.0	11127.0	2.0	2.0	1.0	0.0	1.0	215.0	354.0	26522	8	9	0	0	Palazzo Leoni Montanari (Vicenza)		Gallerie di palazzo Leoni Montanari	Gallerie di palazzo Leoni Montanari	http://www.palazzomontanari.com	63	45.5501	11.547	0 (2022)	Privato (2022)	7 (2021)	Arte (da medievale a tutto l’800) (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	Si interamente (2022)	Si interamente (2022)	Veneto
museo	Q3761649	museo,,,,,,,,	05-06-2007	6267.0	4572.0	2.0	1.0	0.0	0.0	0.0	1041.0	466.0	1655	1	5	0	0	Ghetto (Cagliari)		Ghetto degli Ebrei	Ghetto di Cagliari	https://www.comune.cagliari.it/portale/page/it/il_ghetto	23	39.2203535	9.114737								Sardegna
museo	Q3763803	casa museo,parco storico museo,palazzo museo,manufatto di archeologia industriale museo,,,,,	13-03-2007	6351.0	5537.0	4.0	0.0	0.0	0.0	0.0	0.0	310.0	51876	16	10	0	0	La Mortella Gardens		Giardini La Mortella	Giardini La Mortella	http://www.lamortella.org	54	40.75305556	13.8725	70000 (2019)	Privato (2019)	20 (2019)	Casa Museo, Casa della Memoria; (2019)	Pubblico (2018)			Campania
museo	Q3763846	museo,giardino,,,,,,,	12-02-2007	6380.0	10789.0	4.0	4.0	0.0	0.0	0.0	73.0	1143.0	53592	16	9	0	0	Giardino Bardini		Giardino Bardini	Giardino Bardini	http://www.bardinipeyron.it	43	43.76374722	11.25735833								Toscana
museo	Q3763929	museo,,,,,,,,	03-08-2010	5112.0	1964.0	3.0	1.0	1.0	0.0	0.0	0.0	137.0	9954	3	2	0	0			giardino di Tivoli	Giardino di Tivoli (Firenze)	Nessun sito web	16	43.75716944	11.24888333								Toscana
museo	Q3763933	parco,giardino zoologico,,,,,,,	05-10-2007	6145.0	3208.0	8.0	0.0	1.0	0.0	0.0	0.0	236.0	57291	17	12	0	0	Giardino zoologico di Pistoia		giardino zoologico di Pistoia	Giardino zoologico di Pistoia	https://www.zoodipistoia.it/	62	43.9296214683315	10.865653415388659								Toscana
museo	Q3763989	sito archeologico,museo,,,,,,,	01-02-2010	5295.0	4668.0	4.0	1.0	1.0	0.0	0.0	564.0	616.0	11853	4	3	0	0	Gibil Gabib		Gibil Gabib	Gibil Gabib	Nessun sito web	36	37.48991	14.06329		Privato (2015)	4 (2015)	Altro, specificare (2015)				Sicilia
museo	Q376571	castello,edificio militare museo,parco storico museo,museo di un ente privato,,,,,	03-11-2005	6846.0	8162.0	6.0	5.0	0.0	0.0	0.0	0.0	361.0	57934	18	17	0	0	Runkelstein Castle		Castel Roncolo	Castel Roncolo	https://www.runkelstein.info/	60	46.517484	11.358994	42879 (2022)	Privato (2022)	6 (2021)	Architettura fortificata o militare (castello, torre, mura, arsenale, etc.) (2022)		Si interamente (2022)	No, non disponeva di beni da digitalizzare (2022)	Trentino-Alto Adige
museo	Q376739	museo di storia naturale,museo di un ente pubblico,,,,,,,	25-11-2015	3172.0	32366.0	15.0	15.0	0.0	0.0	0.0	1105.0	1251.0	9673	3	8	0	0	Kosmos (Pavia)		museo di storia naturale	Museo di storia naturale dell'Università di Pavia	https://museokosmos.eu/	48	45.18865	9.15052	17907 (2022)	Pubblico (2022)	7 (2021)	Storia naturale e scienze naturali (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	No, non ancora (2022)	Si una parte (2022)	Lombardia
museo	Q3768551	museo,gipsoteca,,,,,,,	06-04-2010	5231.0	9830.0	1.0	0.0	1.0	0.0	0.0	990.0	932.0	5213	2	1	0	0	Gipsoteca Davide Calandra		Gipsoteca Davide Calandra	Gipsoteca Davide Calandra	http://www.comune.savigliano.cn.it/servizi/menu/dinamica.aspx?idArea=16540&idCat=16662&ID=16662	27	44.6462743	7.660917								Piemonte
museo	Q3768553	museo dedicato ad un'artista,gipsoteca,museo d'arte,casa museo,museo di un ente privato,,,,	13-05-2007	6290.0	13117.0	6.0	11.0	1.0	0.0	0.0	0.0	2331.0	103903	32	42	0	0	Gipsoteca canoviana		Gipsoteca canoviana	Gipsoteca canoviana	http://www.museocanova.it/	54	45.85175	11.87491	72000 (2022)	Privato (2022)	6 (2021)	Arte (da medievale a tutto l’800) (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	Si una parte (2022)	Si una parte (2022)	Veneto
museo	Q3770979	museo dell'industria,,,,,,,,	18-07-2021	1110.0	12215.0	5.0	4.0	0.0	0.0	0.0	1390.0	215.0	9344	3	2	0	0	Manifattura Giuseppe Mazzotti		Giuseppe Mazzotti Manifattura Ceramiche	Giuseppe Mazzotti Manifattura Ceramiche	Nessun sito web	12	44.329032	8.50798		Privato (2011)		Industriale e/o d’impresa (anche archeologia industriale) (2011)				Liguria
museo	Q3777093	chiesa rupestre,manufatto di archeologia industriale museo,,,,,,,	31-10-2008	5753.0	4077.0	1.0	0.0	0.0	0.0	0.0	2183.0	302.0	25640	8	7	0	0	Grotta di San Michele Arcangelo		Grotta di San Michele Arcangelo	Grotta di San Michele Arcangelo (Olevano sul Tusciano)	Nessun sito web	25	40.6675	15.0467	550 (2019)			Manufatto di archeologia industriale (fabbrica, fornace, miniera, etc.) (2019)	Privato (2017)			Campania
museo	Q3777094	parco archeologico,museo,museo di un ente pubblico,,,,,,	24-06-2006	6613.0	3673.0	0.0	0.0	0.0	0.0	0.0	985.0	464.0	15097	5	4	0	0			Grotta di San Teodoro	Grotta di San Teodoro	Nessun sito web	39	38.05	14.591319	2068 (2022)	Pubblico (2022)	14 (2021)	Area archeologica; (2022)	NO (2021)	Si una parte (2022)	Si una parte (2022)	Sicilia
museo	Q3777097	grotta,museo,sito archeologico,,,,,,	24-11-2012	4268.0	10407.0	8.0	7.0	0.0	0.0	0.0	261.0	642.0	18126	6	6	0	0	Grotta di Santa Croce		Grotta di Santa Croce	Grotta di Santa Croce	http://www.grottesantacroce.it/	17	41.177055	16.469138		Privato (2011)	2 (2011)	Altro, specificare (2011)	Pubblico (2017)			Puglia
museo	Q3777120	grotta,grotta turistica,manufatto archeologico museo,manufatto di archeologia industriale museo,,,,,	18-05-2007	6285.0	6779.0	1.0	7.0	1.0	0.0	0.0	0.0	498.0	38706	12	7	0	0	Grotte di Castelcivita		grotte di Castelcivita	Grotte di Castelcivita	http://www.grottedicastelcivita.com/	65	40.49549	15.20916	8000 (2021)	Pubblico (2021)		Manufatto di archeologia industriale (fabbrica, fornace, miniera, etc.) (2021)				Campania
museo	Q3777130	grotta,parco archeologico,museo,museo di un ente pubblico,,,,,	04-01-2013	4227.0	2130.0	3.0	0.0	1.0	0.0	0.0	225.0	1541.0	8814	3	3	0	0	Grotta di San Michele (Ozieri)		grotte di San Michele	Grotte di San Michele (Ozieri)	http://www.sardegnacultura.it/j/v/253?s=21284&v=2&c=2488&c1=1983&t=1	19	40.580892	9.004143	1897 (2022)	Pubblico (2022)	7 (2021)	Area archeologica; (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	No, non disponeva di beni da digitalizzare (2022)	No, non disponeva di beni da digitalizzare (2022)	Sardegna
museo	Q3784231	museo etnografico,museo della tecnologia,museo specializzato,museo di storia naturale,museo di un ente privato,,,,	27-01-2013	4204.0	2065.0	2.0	1.0	1.0	0.0	0.0	45.0	324.0	1723	1	0	0	0	Maison des anciens remèdes		Maison des anciens remèdes	Maison des anciens remèdes	https://www.anciensremedesjovencan.it/	18	45.7139	7.27503	1616 (2022)	Privato (2022)	1 (2021)	Storia naturale e scienze naturali (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	No, non disponeva di beni da digitalizzare (2022)	No, non disponeva di beni da digitalizzare (2022)	Valle d'Aosta
museo	Q3784754	sito archeologico,parco archeologico,museo,,,,,,	11-12-2006	6443.0	28769.0	4.0	6.0	0.0	0.0	0.0	1143.0	191.0	40076	12	12	0	0	Helvia Recina		Helvia Recina	Helvia Recina	http://www.archeomarche.beniculturali.it	80	43.327956	13.424089	895 (2018)	Pubblico (2018)		Area archeologica; (2018)				Marche
museo	Q37872481	casa storica,palazzo museo,museo religioso,museo di un ente pubblico,,,,,	18-10-2018	2114.0	19545.0	7.0	13.0	0.0	0.0	0.0	6227.0	935.0	24504	7	15	0	0	Francesco Petrarca's house (Arquà Petrarca)		casa del Petrarca	Casa del Petrarca	http://padovacultura.padovanet.it/musei/archivio/cat_sedi_civiche	20	45.27046	11.7157	47482 (2022)	Pubblico (2022)	0 (2021)	Villa o palazzo di interesse storico o artistico; (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	Si interamente (2022)	No, non disponeva di beni da digitalizzare (2022)	Veneto
museo	Q3791632	museo,,,,,,,,	07-09-2010	5077.0	581.0	0.0	0.0	1.0	0.0	0.0	961.0	335.0	2374	1	0	0	0			Ice Art Gallery	Ice Art Gallery	http://www.icegallery.it/index.htm	20	40.84636343350477	14.25912957116394								Campania
museo	Q3796018	ecomuseo,,,,,,,,	19-04-2009	5583.0	4723.0	3.0	0.0	0.0	0.0	0.0	92.0	1983.0	4303	1	1	0	0	Il territorio come ecomuseo		Il territorio come ecomuseo	Il territorio come ecomuseo	http://ecomuseo.provincia.cremona.it/	18	45.13305	10.02137								Lombardia
museo	Q3798380	sito archeologico,parco archeologico,museo nazionale italiano,museo,museo del Ministero della Cultura italiano,,,,	21-11-2008	5732.0	19193.0	11.0	2.0	0.0	0.0	0.0	3068.0	2544.0	26626	8	9	0	0	Industria-Bodincomagus		Industria	Industria (colonia romana)	https://www.piemonte.beniculturali.it/index.php/it/i-luoghi-della-cultura/aree-archeologiche/industria	53	45.159167	8.018611	1293 (2022)	Pubblico (2022)	0 (2021)	Area archeologica; (2022)	NO (2021)	No, non disponeva di beni da digitalizzare (2022)	No, non disponeva di beni da digitalizzare (2022)	Piemonte
museo	Q3801605	parco archeologico,edificio civile storico museo,,,,,,,	01-08-2008	5844.0	905.0	0.0	0.0	1.0	0.0	0.0	185.0	468.0	14993	5	4	0	0			Ipogeo celtico	Ipogeo celtico	http://www.cividale.net	26	46.0923184	13.4316177	6448 (2019)			Area archeologica; (2019)	Privato (2017)			Friuli-Venezia Giulia
museo	Q3802519	museo,,,,,,,,	14-12-2011	4614.0	8829.0	1.0	0.0	0.0	0.0	0.0	0.0	186.0	1751	1	0	0	0			Isisuf	Isisuf	http://www.isisuf.org/	19	45.48333919837476	9.220560165062894								Lombardia
museo	Q3803616	museo,istituzione educativa,,,,,,,	08-11-2008	5745.0	8058.0	4.0	6.0	0.0	0.0	0.0	2128.0	246.0	4684	1	1	0	0			Istituto Internazionale di Studi Liguri	Istituto internazionale di studi liguri	http://www.iisl.it	33	43.78233056	7.66788056								Liguria
museo	Q3803778	museo d'arte,museo specializzato,,,,,,,	07-04-2008	5960.0	4863.0	4.0	4.0	0.0	0.0	0.0	904.0	237.0	10637	3	3	0	0	Istituto Nazionale per la Grafica, Rome		Istituto nazionale per la grafica	Istituto nazionale per la grafica	Nessun sito web	33	41.9011	12.4831		Pubblico (2011)	79 (2011)	Tematico e/o specializzato; (2011)	Pubblico (2017)			Lazio
museo	Q3815086	palazzo cittadino,museo,palazzo museo,parco storico museo,museo religioso,archivio,museo di un ente privato,,	17-02-2007	6375.0	6140.0	7.0	1.0	0.0	0.0	0.0	88.0	196.0	124009	38	31	0	0	Palazzo Piccolomini (Pienza)		Palazzo Piccolomini	Palazzo Piccolomini	http://www.palazzopiccolominipienza.it/index.htm	63	43.076492	11.678776	38594 (2022)	Privato (2022)	3 (2021)	Villa o palazzo di interesse storico o artistico; (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	No, non ancora (2022)	No, non ancora (2022)	Toscana
museo	Q3815828	museo militare,museo storico,museo specializzato,casa museo,edificio militare museo,museo di un ente privato,,,	29-02-2008	5998.0	8741.0	6.0	0.0	1.0	0.0	0.0	0.0	1351.0	37933	12	9	0	0	Kleine Berlin		Kleine Berlin	Kleine Berlin	http://www.cat.ts.it	38	45.6556	13.7781	4000 (2022)	Privato (2022)	0 (2021)	Architettura fortificata o militare (castello, torre, mura, arsenale, etc.) (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	No, non disponeva di beni da digitalizzare (2022)	No, non disponeva di beni da digitalizzare (2022)	Friuli-Venezia Giulia
museo	Q3819018	museo d'arte,museo religioso,museo di un ente privato,,,,,,	09-04-2008	5958.0	4710.0	11.0	0.0	0.0	0.0	0.0	414.0	403.0	25357	8	7	0	0	Museo Civico (Turin)		Museo civico d'arte antica	Museo civico d'arte antica	https://www.palazzomadamatorino.it/en	50	45.0711	7.68548	235388 (2022)	Privato (2022)	30 (2021)	Arte (da medievale a tutto l’800) (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	Si una parte (2022)	Si una parte (2022)	Piemonte
museo	Q38198797	museo,biblioteca di conservazione,biblioteca di un ente territoriale italiano,,,,,,	31-05-2017	2619.0	6206.0	1.0	1.0	0.0	0.0	0.0	547.0	178.0	3966	1	2	0	0	Biblioteca Federiciana		Biblioteca comunale Federiciana	Biblioteca Federiciana	https://sistemabibliotecariofano.it/	22	43.8441	13.020101								Marche
museo	Q3821046																			La Permanente	La Permanente	http://www.lapermanente.it	43	45.47665	9.195382	64350 (2022)	Privato (2022)	6 (2021)	Arte moderna e contemporanea (dal ‘900 ai giorni nostri) (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	Si una parte (2022)	Si una parte (2022)	
museo	Q3828236	museo,,,,,,,,	25-02-2011	4906.0	4476.0	0.0	2.0	0.0	0.0	0.0	1071.0	163.0	10881	3	2	0	0			Lazzaretto di Cagliari	Lazzaretto di Cagliari	http://www.lazzarettodicagliari.it/	16	39.191154	9.139321								Sardegna
museo	Q38298008	museo,museo ed ecomuseo di rilevanza regionale,galleria d'arte,museo d'arte moderna,museo di un ente pubblico,,,,	17-07-2017	2572.0	5331.0	0.0	4.0	0.0	0.0	0.0	0.0	487.0	1684	1	1	0	0	Galleria d’Arte Moderna e Contemporanea Lorenzo Viani (Viareggio)		Galleria d'arte moderna e contemporanea Lorenzo Viani	Galleria d'arte moderna e contemporanea Lorenzo Viani	http://www.gamc.it/	14	43.87093150454222	10.243445204420578	5766 (2022)	Pubblico (2022)	6 (2021)	Arte moderna e contemporanea (dal ‘900 ai giorni nostri) (2022)	NO (2021)	Si interamente (2022)	Si interamente (2022)	Toscana
museo	Q38298059	museo archeologico,museo di un ente pubblico,,,,,,,	21-08-2017	2537.0	1848.0	0.0	0.0	0.0	0.0	0.0	906.0	1001.0	1368	0	0	0	0			Museo civico archeologico del Pulo	Museo civico archeologico del Pulo	http://www.museocivicoarcheologicodelpulo.it/	7	41.197981	16.583902	1474 (2022)	Pubblico (2022)	1 (2021)	Archeologia (2022)	NO (2021)	Si interamente (2022)	Si una parte (2022)	Puglia
museo	Q3836439	teatro,palazzo museo,museo religioso,museo di un ente pubblico,,,,,	11-09-2006	6534.0	60741.0	19.0	68.0	0.0	0.0	0.0	115.0	1691.0	38246	12	10	0	0	Loggia e Odeo Cornaro (Padua)		loggia e Odeo Cornaro	Loggia e Odeo Cornaro	http://padovacultura.padovanet.it/it/musei/loggia-e-odeo-cornaro-0	37	45.40233	11.882336	3201 (2022)	Pubblico (2022)	0 (2021)	Villa o palazzo di interesse storico o artistico; (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	No, non disponeva di beni da digitalizzare (2022)	No, non disponeva di beni da digitalizzare (2022)	Veneto
museo	Q3841198	museo d'arte moderna,,,,,,,,	24-05-2008	5913.0	7628.0	1.0	0.0	2.0	0.0	1.0	1881.0	635.0	12207	4	4	0	0Museo delle eccellenze artistiche e storiche Giulio Bargellini			MAGI '900 - Museo delle eccellenze artistiche e storiche	MAGI '900 - Museo delle eccellenze artistiche e storiche	https://www.magi900.com/	48	44.710625	11.302642	1700 (2021)	Privato (2021)	5 (2021)	Arte moderna e contemporanea (dal ‘900 ai giorni nostri) (2021)	Si, impiegati esclusivamente nel museo/istituto (2021)	Si interamente (2021)	Si interamente (2021)	Emilia-Romagna
museo	Q3841323	museo,,,,,,,,	25-05-2011	4817.0	1689.0	0.0	0.0	0.0	0.0	0.0	157.0	262.0	564	0	1	0	0	MIAAO		MIAAO - Museo Internazionale delle Arti Applicate Oggi	MIAAO - Museo Internazionale delle Arti Applicate Oggi	http://www.miaao.org	13	45.0680594	7.6849426		Privato (2017)	2 (2017)	Arte moderna e contemporanea (dal ‘900 ai giorni nostri) (2017)	Privato (2017)			Piemonte
museo	Q3841681	museo d'arte moderna,museo di un ente privato,,,,,,,	23-10-2006	6492.0	1465.0	1.0	1.0	1.0	0.0	0.0	1169.0	272.0	17922	5	2	0	0	Museo della Scultura Contemporanea (Matera)		MUSMA	MUSMA	http://www.musma.it	63	40.66610833	16.61221111	10590 (2022)	Privato (2022)	6 (2021)	Arte moderna e contemporanea (dal ‘900 ai giorni nostri) (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	Si una parte (2022)	Si una parte (2022)	Basilicata
museo	Q3843895	museo,,,,,,,,	07-03-2007	6357.0	9156.0	3.0	2.0	0.0	0.0	0.0	0.0	342.0	21815	7	8	0	0	Malga Lunga		Malga Lunga	Malga Lunga	Nessun sito web	46	45.82076111	9.98119722								Lombardia
museo	Q3846801	palazzo museo,parco storico museo,museo storico,museo di un ente pubblico,,,,,	28-06-2010	5148.0	4030.0	2.0	0.0	0.0	0.0	0.0	0.0	660.0	11545	4	3	0	0	Marengo Museum		Marengo Museum	Marengo Museum	http://www.marengomuseum.it	30	44.894811	8.669715	1878 (2022)	Pubblico (2022)	4 (2021)	Villa o palazzo di interesse storico o artistico; (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	No, non ancora (2022)	No, non disponeva di beni da digitalizzare (2022)	Piemonte
museo	Q3849166	museo d'arte,museo religioso,museo di un ente privato,,,,,,	17-11-2006	6467.0	8433.0	3.0	7.0	0.0	0.0	0.0	14239.0	190.0	124190	38	49	0	0	Museum of Saint Januarius' Treasure (Naples)		Museo del tesoro di San Gennaro	Museo del Tesoro di san Gennaro	https://www.tesorosangennaro.it/	76	40.8522	14.2594	92000 (2022)	Privato (2022)	7 (2021)	Religione e culto (oggetti liturgici/devozionali) (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	No, non ancora (2022)	No, non ancora (2022)	Campania
museo	Q3852975	museo,mausoleo,,,,,,,	04-10-2007	6146.0	2365.0	0.0	0.0	1.0	0.0	0.0	1121.0	1183.0	1912	1	0	0	0			Mausoleo Zwobada	Mausoleo Zwobada	https://www.cimiteromentana.it/	20	42.03939	12.6523								Lazio
museo	Q3853698	museo,,,,,,,,	30-09-2010	5054.0	2153.0	1.0	1.0	0.0	0.0	0.0	167.0	174.0	8454	3	1	0	0	Mediamuseum (Pescara)		Mediamuseum	Mediamuseum	http://www.fondazionetiboni.it/	22	42.459933	14.214055								Abruzzo
museo	Q3853719	museo,,,,,,,,	11-02-2011	4920.0	3634.0	1.0	0.0	0.0	0.0	0.0	1296.0	432.0	9588	3	2	0	0	Mediateca del Mediterraneo		Mediateca del Mediterraneo	Mediateca del Mediterraneo	https://www.comune.cagliari.it/portale/page/it/mem__mediateca_del_mediterraneo/	28	39.221049	9.105202								Sardegna
museo	Q3854020	museo specializzato,museo di un ente pubblico,,,,,,,	31-12-2012	4231.0	10117.0	7.0	4.0	0.0	0.0	0.0	2529.0	676.0	3867	1	1	0	0	Casa medievale di Ayez		Meison di carnaval de la Coumba Freida	Meison di carnaval de la Coumba Freida	Nessun sito web	20	45.80388	7.2799	60 (2022)	Pubblico (2022)		Tematico e/o specializzato; (2022)		No, non ancora (2022)		Valle d'Aosta
museo	Q3854475	monumento commemorativo dell'Olocausto,museo sull'Olocausto,,,,,,,	28-01-2013	4203.0	61887.0	16.0	55.0	0.0	0.0	0.0	33314.0	3236.0	281693	86	66	0	0	Memoriale della Shoah		Memoriale della Shoah	Memoriale della Shoah	http://www.memorialeshoah.it	123	45.488175	9.208225								Lombardia
