category	wikidata_id	instances	first_edit	days	size	images	notes	issues	references	issue_clarify	discussion_size	incipit_size	totali	avg_pv	avg_pv_prev	VdQ	vetrina	Galleria_Commons	Pagina_su_Commons	article	article_wikipedia	website	unique_editors	latitude	longitude	visitors	public_private	staff	type	communication_expert	public_digital_archive	nonpublic_digital_archive	region
museo	Q16336138	museo religioso,museo di un ente privato,,,,,,,	04-04-2013	4137.0	3451.0	1.0	3.0	0.0	0.0	0.0	2377.0	395.0	1696	1	0	0	0			Museo d'arte sacra (Castellabate)	Museo d'arte sacra (Castellabate)	http://www.comune.castellabate.sa.it/i-musei-e-le-biblioteche/museo-darte-sacra.html	10	40.282585	14.957445	510 (2022)	Privato (2022)	0 (2021)	Religione e culto (oggetti liturgici/devozionali) (2022)	NO (2021)	Si una parte (2022)		Campania
museo	Q16336139	museo specializzato,,,,,,,,	06-04-2013	4135.0	1456.0	0.0	0.0	0.0	0.0	0.0	996.0	292.0	2727	1	0	0	0			Museo delle carrozze di Catanzaro	Museo delle carrozze (Catanzaro)	Nessun sito web	13	38.930405	16.595322				Tematico e/o specializzato; (2017)				Calabria
museo	Q16336141	museo teatrale,centro di documentazione,casa museo,edificio storico,museo d'arte moderna,,,,	09-04-2013	4132.0	10679.0	6.0	9.0	0.0	0.0	0.0	2088.0	1513.0	9083	3	2	0	0	Casa Menotti		Casa Menotti	Casa Menotti	http://www.casamenotti.it	23	42.7348	12.739	. (2019)	Privato (2019)		Arte moderna e contemporanea (dal ‘900 ai giorni nostri) (2019)				Umbria
museo	Q16336142	museo,,,,,,,,	12-04-2013	4129.0	7918.0	4.0	8.0	0.0	0.0	0.0	6994.0	452.0	4796	1	1	0	0			Archimedeion	Arkimedeion	http://www.arkimedeion.it/	28	37.0615	15.2941								Sicilia
museo	Q16336143	museo archeologico,antiquarium,museo nazionale italiano,museo d'arte,parco archeologico,museo del Ministero della Cultura italiano,,,	21-04-2013	4120.0	2324.0	1.0	0.0	2.0	0.0	0.0	1458.0	409.0	6225	2	1	0	0	Antiquarium Turritano		Antiquarium Turritano	Antiquarium Turritano	https://musei.sardegna.beniculturali.it/musei/museo-archeologico-nazionale-antiquarium-turritano-e-area-archeologica/	34	40.8385839	8.3970296	7415 (2022)	Pubblico (2022)	12 (2021)	Area archeologica; (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	Si una parte (2022)	Si una parte (2022)	Sardegna
museo	Q16336146	museo,museo archeologico,museo di un ente pubblico,,,,,,	03-05-2013	4108.0	3915.0	3.0	0.0	1.0	0.0	0.0	0.0	1524.0	4822	1	1	0	0			Museo archeologico di Marciana	Museo archeologico di Marciana	http://www.comune.marciana.li.it/index.php?option=com_inform&view=article&id=20&Itemid=997&lang=en	32	42.789297	10.167591	1085 (2022)	Pubblico (2022)	1 (2019)	Archeologia (2022)		No, non ancora (2022)		Toscana
museo	Q16336147	museo,museo d'arte moderna,museo d'arte,museo di un ente pubblico,,,,,	08-05-2013	4103.0	2689.0	0.0	0.0	0.0	0.0	0.0	0.0	319.0	6862	2	2	0	0	Museo delle arti di Catanzaro		Museo delle arti di Catanzaro	Museo delle arti di Catanzaro	http://www.museomarca.info/	33	38.9105	16.585944444444443	. (2022)	Pubblico (2022)	5 (2017)	Arte moderna e contemporanea (dal ‘900 ai giorni nostri) (2022)	Pubblico (2017)			Calabria
museo	Q16336148	palazzo museo,museo religioso,museo storico,museo di un ente privato,,,,,	13-05-2013	4098.0	1830.0	1.0	0.0	0.0	0.0	0.0	1002.0	292.0	8178	2	3	0	0			Casa Carbone	Casa Carbone	http://www.visitfai.it/dimore/casacarbone/	16	44.309772	9.345013	1820 (2022)	Privato (2022)	1 (2021)	Villa o palazzo di interesse storico o artistico; (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	Si interamente (2022)	No, non disponeva di beni da digitalizzare (2022)	Liguria
museo	Q16336150	museo specializzato,museo di un ente privato,,,,,,,	21-05-2013	4090.0	2377.0	20.0	1.0	0.0	0.0	0.0	0.0	382.0	2953	1	0	0	0	Museo della stampa e stampa d'arte Andrea Schiavi		Museo della stampa e stampa d’arte Andrea Schiavi	Museo della stampa e stampa d'arte Andrea Schiavi	http://www.museostampa.org/joomla/index.php?lang=it	14	45.317929	9.502648	800 (2022)	Privato (2022)	1 (2021)	Tematico e/o specializzato; (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	Si una parte (2022)	No, non disponeva di beni da digitalizzare (2022)	Lombardia
museo	Q16336151	ex edificio religioso,museo d'arte,museo archeologico,museo di un ente pubblico,,,,,	02-06-2013	4078.0	41050.0	14.0	33.0	0.0	0.0	0.0	0.0	621.0	5944	2	1	0	0	Santa Croce (Umbertide)		chiesa - museo di Santa Croce	Chiesa-museo di Santa Croce	https://cultura.gov.it/luogo/museo-civico-di-santa-croce	25	43.305	12.3267	1861 (2022)	Pubblico (2022)	0 (2021)	Arte (da medievale a tutto l’800) (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	Si una parte (2022)	No, non disponeva di beni da digitalizzare (2022)	Umbria
museo	Q16336152	museo,museo d'arte,museo etnografico,museo di un ente pubblico,,,,,	02-06-2013	4078.0	22729.0	8.0	14.0	0.0	0.0	0.0	999.0	227.0	7870	2	2	0	0	Complesso museale di San Francesco (Montone)		Complesso museale di San Francesco	Complesso museale di San Francesco (Montone)	http://www.comunemontone.it/	28	43.3643	12.3267	4557 (2022)	Pubblico (2022)	3 (2021)	Arte (da medievale a tutto l’800) (2022)	NO (2021)	Si interamente (2022)	Si interamente (2022)	Umbria
museo	Q16336153	museo d'arte,museo religioso,manufatto archeologico museo,museo archeologico,museo etnografico,museo di un ente pubblico,,,	05-06-2013	4075.0	28165.0	10.0	28.0	0.0	0.0	0.0	1687.0	414.0	40090	12	10	0	0	Complesso museale San Francesco (Montefalco)		complesso museale di San Francesco (Montefalco)	Complesso museale di San Francesco (Montefalco)	https://www.museomontefalco.it/	40	42.8943	12.6531	18138 (2022)	Pubblico (2022)	4 (2021)	Chiesa, edificio o complesso monumentale a carattere religioso (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	Si interamente (2022)		Umbria
museo	Q16336154	museo d'arte,museo religioso,museo di un ente pubblico,,,,,,	05-06-2013	4075.0	15494.0	3.0	3.0	0.0	0.0	0.0	0.0	361.0	8528	3	2	0	0			pinacoteca civica (Spello)	Pinacoteca civica (Spello)	http://www.comune.spello.pg.it	25	42.9901	12.6719	900 (2022)	Pubblico (2022)	2 (2021)	Arte (da medievale a tutto l’800) (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	No, non ancora (2022)	No, non disponeva di beni da digitalizzare (2022)	Umbria
museo	Q16336155	museo storico,casa museo,museo religioso,palazzo museo,museo specializzato,museo di un ente privato,,,	09-06-2013	4071.0	1420.0	1.0	0.0	1.0	0.0	0.0	0.0	681.0	3639	1	1	0	0			Museum of operation Avalanche	Museum of operation Avalanche	http://www.moamuseum.it	14	40.622461792070155	15.056785428835644	600 (2022)	Privato (2022)	2 (2021)	Chiesa, edificio o complesso monumentale a carattere religioso (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	No, non ancora (2022)	No, non ancora (2022)	Campania
museo	Q16336159	museo d'arte moderna,museo di un ente pubblico,,,,,,,	15-08-2013	4004.0	3412.0	0.0	3.0	0.0	0.0	0.0	1113.0	694.0	9238	3	2	0	0			Fondazione Museo Pino Pascali	Fondazione Museo Pino Pascali	http://www.museopinopascali.it	22	40.99396768610331	17.228689495554292	30000 (2022)	Pubblico (2022)	1 (2021)	Arte moderna e contemporanea (dal ‘900 ai giorni nostri) (2022)		Si interamente (2022)	Si interamente (2022)	Puglia
museo	Q16336160	museo,museo religioso,museo d'arte,museo di un ente privato,,,,,	18-08-2013	4001.0	4045.0	0.0	0.0	0.0	0.0	0.0	194.0	409.0	3024	1	0	0	0			Museo della basilica di San Michele Arcangelo	Museo della basilica di San Michele Arcangelo	http://www.santuariosanmichele.it	14	41.707573	15.956323	17200 (2022)	Privato (2022)		Religione e culto (oggetti liturgici/devozionali) (2022)		No, non disponeva di beni da digitalizzare (2022)	No, non disponeva di beni da digitalizzare (2022)	Puglia
museo	Q16336161	museo d'arte,,,,,,,,	02-09-2013	3986.0	3807.0	2.0	0.0	0.0	0.0	0.0	0.0	105.0	2317	1	1	0	0	Museo Civico e Diocesano d'Arte Sacra, Montalcino		Musei riuniti	Musei riuniti	https://www.orodimontalcino.it/	14	43.0577	11.4893								Toscana
museo	Q16336192	museo,istituzione culturale,,,,,,,	20-09-2013	3968.0	10316.0	3.0	1.0	1.0	0.0	0.0	0.0	1339.0	9151	3	4	0				"Museo storico della fisica e Centro di studi e ricerche ""Enrico Fermi"""	"Museo storico della fisica e Centro di studi e ricerche ""Enrico Fermi"""	http://www.centrofermi.it/	28	41.900032	12.493854								Lazio
museo	Q16336233	museo,,,,,,,,	23-09-2013	3965.0	25292.0	68.0	14.0	0.0	0.0	0.0	2323.0	421.0	5677	2	1	0	0	Museo Tripisciano		Museo Tripisciano	Museo Tripisciano	Nessun sito web	30	37.4908249	14.0639085								Sicilia
museo	Q16336390	museo di storia naturale,museo archeologico,museo di un ente pubblico,,,,,,	05-10-2013	3953.0	2495.0	2.0	0.0	1.0	0.0	0.0	0.0	1577.0	2642	1	1	0	0			Museo naturalistico Francesco Minà Palumbo	Museo naturalistico Francesco Minà Palumbo	http://www.museominapalumbo.it	21	37.92971	14.087001	4335 (2022)	Pubblico (2022)	6 (2021)	Storia naturale e scienze naturali (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	Si interamente (2022)	Si una parte (2022)	Sicilia
museo	Q16336451	museo d'arte moderna,museo di un ente pubblico,,,,,,,	08-10-2013	3950.0	3103.0	0.0	0.0	1.0	0.0	0.0	747.0	243.0	2352	1	0	0	0			Museo d'Arte Moderna e Contemporanea dell'Alto Mantovano	Museo d'arte moderna e contemporanea dell'Alto Mantovano	http://www.comune.gazoldo.mn.it/index.php?option=com_content&view=category&layout=blog&id=91&Itemid=445	20	45.199444	10.580404	150 (2022)	Pubblico (2022)	1 (2021)	Arte moderna e contemporanea (dal ‘900 ai giorni nostri) (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	Si una parte (2022)	Si una parte (2022)	Lombardia
museo	Q16336498	museo religioso,museo d'arte,museo di un ente privato,,,,,,	09-10-2013	3949.0	2120.0	2.0	1.0	1.0	0.0	0.0	0.0	667.0	2156	1	0	0	0	Museo storico aloisiano		Museo storico aloisiano	Museo storico aloisiano	Nessun sito web	15	45.390636	10.487212	100 (2022)	Privato (2022)	0 (2021)	Religione e culto (oggetti liturgici/devozionali) (2022)	NO (2021)	No, non ancora (2022)	No, non ancora (2022)	Lombardia
museo	Q16336658	museo d'arte moderna,museo dell'industria,museo di un ente privato,,,,,,	15-10-2013	3943.0	5955.0	0.0	5.0	1.0	0.0	0.0	1239.0	217.0	348	0	1	0	0			Cassino Museo Arte Contemporanea	Cassino museo arte contemporanea	http://www.camusac.com/	29	41.477358	13.813395	1000 (2022)	Privato (2022)	2 (2021)	Arte moderna e contemporanea (dal ‘900 ai giorni nostri) (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	Si interamente (2022)	Si interamente (2022)	Lazio
museo	Q16336758	museo archeologico,museo,parco archeologico,museo storico,,,,,	23-10-2013	3935.0	5352.0	5.0	5.0	0.0	0.0	0.0	1431.0	2189.0	633	0	1	0	0	Museo delle Reali Ferriere Borboniche		Museo della fabbrica d'armi	Museo della fabbrica d'armi	http://www.museorealiferrieremongiana.it/	13	38.5131	16.3203	300 (2020)	Pubblico (2020)	8 (2019)	Archeologia (2020)				Calabria
museo	Q16336782	museo archeologico,museo nazionale italiano,museo del Ministero della Cultura italiano,,,,,,	31-10-2013	3927.0	5557.0	1.0	3.0	0.0	0.0	0.0	4457.0	368.0	5588	2	100	Museo archeologico territoriale della penisola sorrentina Georges Vallet (Piano di Sorrento)				Museo archeologico territoriale della penisola sorrentina Georges Vallet	Museo archeologico territoriale della penisola sorrentina Georges Vallet	http://museosorrento.sbanap.campaniabeniculturali.it/	13	40.637974	14.402174	1867 (2022)	Pubblico (2022)	3 (2021)	Archeologia (2022)		Si una parte (2022)	No, non ancora (2022)	Campania
museo	Q16336853	museo etnografico,museo di un ente privato,,,,,,,	03-11-2013	3924.0	2661.0	0.0	1.0	1.0	0.0	0.0	0.0	245.0	3268	1	0	0	0			Museo degli strumenti musicali popolari	Museo degli strumenti musicali popolari	http://www.museodellamusicaroncegno.it	31	46.05425	11.414278	2000 (2022)	Privato (2022)	0 (2021)	Etnografia e antropologia; (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	Si una parte (2022)	Si una parte (2022)	Trentino-Alto Adige
museo	Q16336869	museo della musica,museo etnografico,museo specializzato,,,,,,	05-11-2013	3922.0	1702.0	1.0	1.0	0.0	0.0	0.0	0.0	723.0	1878	1	0	0	0	Conservatorio di Musica Popolare della Calabria		Conservatorio di Musica Popolare della Calabria Antonio Procopio	Conservatorio di Musica Popolare della Calabria	Nessun sito web	10	38.60748	16.52029		Privato (2011)		Etnografia e antropologia; (2011)				Calabria
museo	Q16336910	museo,museo specializzato,museo etnografico,museo di un ente pubblico,,,,,	11-11-2013	3916.0	1981.0	1.0	1.0	1.0	0.0	0.0	204.0	1215.0	3219	1	1	0	0			Museo della paglia e dell'intreccio	Museo della paglia e dell'intreccio	http://www.museopaglia.it	21	43.781662	11.095185	248 (2022)	Pubblico (2022)	2 (2021)	Tematico e/o specializzato; (2022)	NO (2021)	No, non ancora (2022)	No, non ancora (2022)	Toscana
museo	Q16336923	museo di storia naturale,,,,,,,,	11-11-2013	3916.0	4761.0	0.0	1.0	0.0	0.0	0.0	59.0	477.0	2297	1	0					centro visite del parco faunistico e delle riserve naturali del Monte Amiata	Centro visite del parco faunistico e delle riserve naturali del Monte Amiata	http://www.sistemamusealeamiata.it	8	42.87228056	11.53654722		Pubblico (2011)	1 (2011)	Storia naturale e scienze naturali (2011)				Toscana
museo	Q16336937	museo storico,museo specializzato,archivio,museo di un ente pubblico,,,,,	12-11-2013	3915.0	7988.0	0.0	3.0	0.0	0.0	0.0	59.0	535.0	5569	2	1	0	0			Centro studi David Lazzaretti	Centro studi David Lazzaretti	http://www.centrostudidavidlazzaretti.it	10	42.87213611	11.5364	2200 (2022)	Pubblico (2022)	4 (2021)	Storia (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	Si una parte (2022)	No, non disponeva di beni da digitalizzare (2022)	Toscana
museo	Q16336951	museo etnografico,,,,,,,,	12-11-2013	3915.0	4770.0	1.0	1.0	0.0	0.0	0.0	44.0	293.0	2079	1	0	0	0	Museo della focarazza		Museo della focarazza	Museo della focarazza	http://www.sistemamusealeamiata.it	8	42.784030903235106	11.483876421378902	60 (2021)	Pubblico (2021)	0 (2021)	Etnografia e antropologia; (2021)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	Si una parte (2021)	No, non disponeva di beni da digitalizzare (2021)	Toscana
museo	Q16336970	museo etnografico,museo di un ente pubblico,,,,,,,	12-11-2013	3915.0	3766.0	0.0	1.0	0.0	0.0	0.0	44.0	272.0	862	0	0	0	0			Museo della vite e del vino di Montenero d'Orcia	Museo della vite e del vino (Castel del Piano)	http://www.sistemamusealeamiata.it	13	42.94423889	11.472875	50 (2022)	Pubblico (2022)		Etnografia e antropologia; (2022)		Si una parte (2022)	Si una parte (2022)	Toscana
museo	Q16336984	museo,,,,,,,,	12-11-2013	3915.0	3425.0	0.0	2.0	0.0	0.0	0.0	1040.0	194.0	528	0	1	0	0			Acquario della Laguna di Orbetello	Acquario della laguna di Orbetello	Nessun sito web	14	42.5548	11.132								Toscana
museo	Q16336998	museo,,,,,,,,	12-11-2013	3915.0	5698.0	1.0	4.0	0.0	0.0	0.0	0.0	325.0	6473	2	1	0	0			Acquario mediterraneo della Costa d'Argento	Acquario mediterraneo della Costa d'Argento	http://www.acquarioargentario.org/	13	42.4382	11.1197								Toscana
museo	Q16337013	museo,,,,,,,,	12-11-2013	3915.0	9901.0	0.0	4.0	0.0	0.0	0.0	44.0	258.0	4448	1	1	0	0			Aquarium Mondo Marino	Aquarium Mondo Marino	http://www.aquariummondomarino.com/	16	43.0032	10.8554								Toscana
museo	Q16337029	parco archeologico,museo di un ente pubblico,,,,,,,	12-11-2013	3915.0	7039.0	1.0	1.0	0.0	0.0	0.0	44.0	334.0	6618	2	1	0	0			Museo archeologico all'aperto Alberto Manzi	Museo archeologico all'aperto Alberto Manzi	Nessun sito web	11	42.62979167	11.66941389	1457 (2022)	Pubblico (2022)	1 (2021)	Area archeologica; (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	No, non disponeva di beni da digitalizzare (2022)	No, non disponeva di beni da digitalizzare (2022)	Toscana
museo	Q16337046	museo specializzato,museo d'arte,museo di un ente privato,,,,,,	12-11-2013	3915.0	5089.0	0.0	3.0	0.0	0.0	0.0	0.0	310.0	2937	1	1	0	0			Museo degli organi Santa Cecilia	Museo degli organi Santa Cecilia	http://www.museodegliorgani.it	8	43.05126944	10.89251389	1000 (2022)	Privato (2022)		Tematico e/o specializzato; (2022)		No, non ancora (2022)	No, non disponeva di beni da digitalizzare (2022)	Toscana
museo	Q16337062	museo archeologico,museo d'arte,museo di un ente pubblico,,,,,,	13-11-2013	3914.0	5614.0	0.0	2.0	0.0	0.0	0.0	0.0	127.0	209	0	1	0	0			Museo civico archeologico di Sorano	Museo civico archeologico di Sorano	Nessun sito web	6	42.682671	11.714505	3850 (2022)	Pubblico (2022)	5 (2021)	Archeologia (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	Si una parte (2022)	No, non disponeva di beni da digitalizzare (2022)	Toscana
museo	Q16337076	museo etnografico,,,,,,,,	13-11-2013	3914.0	5383.0	0.0	2.0	0.0	0.0	0.0	1014.0	310.0	673	0	0	0	0			Museo della cultura contadina	Museo della cultura contadina (Albinia)	http://www.comune.orbetello.gr.it	10	42.50228433418498	11.205767029605562		Pubblico (2011)	0 (2011)	Etnografia e antropologia; (2011)				Toscana
museo	Q16337090	museo,museo dell'industria,museo etnografico,museo archeologico,museo di un ente pubblico,,,,	13-11-2013	3914.0	23721.0	10.0	8.0	0.0	0.0	0.0	4165.0	279.0	6945	2	2	0	0	Museo delle arti in ghisa nella Maremma		Museo delle arti in ghisa nella Maremma	Museo delle arti in ghisa nella Maremma	http://www.magmafollonica.it	21	42.92268	10.76211	3226 (2022)	Pubblico (2022)	5 (2021)	Industriale e/o d’impresa (anche archeologia industriale) (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	Si interamente (2022)	Si una parte (2022)	Toscana
museo	Q16337117	museo,museo di storia naturale,,,,,,,	13-11-2013	3914.0	5090.0	0.0	1.0	0.0	0.0	0.0	1061.0	341.0	4763	1	1	0	0			Museo multimediale della Casa Rossa Ximenes	Museo multimediale della Casa Rossa Ximenes	http://www.museidimaremma.it	7	42.76859722	10.901375		Pubblico (2011)		Storia naturale e scienze naturali (2011)				Toscana
museo	Q16337149	museo,museo d'arte moderna,museo di un ente pubblico,,,,,,	13-11-2013	3914.0	9638.0	1.0	3.0	0.0	0.0	0.0	0.0	120.0	2901	1	1	0	0	Pinacoteca Civica (Follonica)		Pinacoteca civica di Follonica	Pinacoteca civica di Follonica	http://www.comune.follonica.gr.it/pinacoteca/	14	42.9211085387491	10.756546206511358	4443 (2022)	Pubblico (2022)	5 (2021)	Arte moderna e contemporanea (dal ‘900 ai giorni nostri) (2022)	NO (2021)	Si interamente (2022)	Si interamente (2022)	Toscana
museo	Q16337189	chiesa,museo diocesano,,,,,,,	18-11-2013	3909.0	2685.0	1.0	0.0	0.0	0.0	0.0	1022.0	142.0	1217	0	0	0	0			chiesa del Corpus Domini	Chiesa del Corpus Domini (Acerra)	http://www.diocesidiacerra.it/museo/museo.htm	20	40.943083	14.372083								Campania
museo	Q16337205	museo archeologico,museo di un ente pubblico,,,,,,,	26-11-2013	3901.0	9528.0	3.0	2.0	0.0	0.0	0.0	0.0	292.0	3189	1	1	0	0	Museo archeologico di Portus Scabris		Museo archeologico di Portus Scabris	Museo archeologico di Portus Scabris	Nessun sito web	9	42.890425	10.79043611	709 (2022)	Pubblico (2022)	1 (2021)	Archeologia (2022)	NO (2021)	Si interamente (2022)	No, non disponeva di beni da digitalizzare (2022)	Toscana
museo	Q16337219	museo archeologico,museo di un ente pubblico,,,,,,,	26-11-2013	3901.0	5637.0	2.0	1.0	0.0	0.0	0.0	0.0	291.0	2130	1	0	0	0Museo Francovich			centro di documentazione del territorio Riccardo Francovich	Centro di documentazione del territorio Riccardo Francovich	Nessun sito web	6	42.90778333	10.85197222	709 (2022)	Pubblico (2022)	1 (2021)	Archeologia (2022)	NO (2021)	Si interamente (2022)	No, non ancora (2022)	Toscana
museo	Q16337234	museo archeologico,,,,,,,,	26-11-2013	3901.0	5341.0	2.0	4.0	0.0	0.0	0.0	1468.0	281.0	2486	1	0	0	0			Centro di documentazione del territorio per gli Etruschi	Centro di documentazione del territorio per gli Etruschi	http://www.museidimaremma.it	5	42.9093466931229	10.850569549679506		Privato (2015)						Toscana
museo	Q16337249	museo etnografico,,,,,,,,	26-11-2013	3901.0	1986.0	0.0	2.0	0.0	0.0	0.0	1980.0	220.0	2116	1	0	0	0			antica falegnameria	Antica falegnameria	Nessun sito web	10	43.0504	10.8878		Pubblico (2011)	0 (2011)	Etnografia e antropologia; (2011)				Toscana
museo	Q16337263	museo etnografico,,,,,,,,	26-11-2013	3901.0	3554.0	0.0	3.0	0.0	0.0	0.0	1933.0	213.0	4275	1	1	0	0			antico frantoio	Antico frantoio	Nessun sito web	12	43.0519	10.891								Toscana
museo	Q16337278	museo,,,,,,,,	26-11-2013	3901.0	11560.0	0.0	20.0	0.0	0.0	0.0	4380.0	485.0	1734	1	0	0	0			Centro espositivo di arte contemporanea Angiolino Martini	Centro espositivo di arte contemporanea Angiolino Martini	Nessun sito web	9	43.05104722	10.89271111								Toscana
